type,success_count,error_count,total_time_ms,avg_classification_time_ms,posts_per_minute,batch_size,efficiency,timestamp,level,uri,error,attempts,disaster_type,classification_time,model_confidence,help_request,action,total_todo,queue_fetched,already_processed
classification_result,,,,,,,,1970-01-21 09:31:26.705498,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6stfxj76o2y,,,not_relevant,226.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:26.707206,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6sruimzyg2y,,,not_relevant,159.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:26.708974,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6sud5if3z2x,,,not_relevant,231.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:26.710695,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6sxs3ukcy2q,,,not_relevant,165.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9656.0,211.0,37.28,6.0,100.0%,1970-01-21 09:31:26.710695,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:27.001770,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:27.002205,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:27.002486,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6uwen6dch24,,,not_relevant,255.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.004257,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6t3opwxad2o,,,not_relevant,229.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.006628,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6szixr2li2p,,,flood,808.0,0.92,False,processed,,,
classification_result,,,,,,,,1970-01-21 09:31:27.010048,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6sylsvmq324,,,not_relevant,1890.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.011843,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6t2hjkgd32y,,,not_relevant,260.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.014980,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6v455ixpr2o,,,not_relevant,1591.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,13213.0,839.0,27.25,6.0,100.0%,1970-01-21 09:31:27.014980,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:27.300763,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:27.301353,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:27.301666,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l722ol7fox2e,,,not_relevant,254.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.303424,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6zzl5vsav2f,,,not_relevant,190.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.305170,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6zwd3q2672f,,,not_relevant,192.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.306974,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6zutdezpw24,,,not_relevant,244.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.308858,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l6zxxfb33l2e,,,not_relevant,233.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9876.0,224.0,36.45,6.0,100.0%,1970-01-21 09:31:27.310638,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:27.310638,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l725tqri242y,,,not_relevant,228.0,0.75,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:27.600385,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:27.600628,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:27.601029,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l72ivi2n7c2f,,,not_relevant,274.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.602760,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l72gxswzmb2p,,,not_relevant,200.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.604518,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l72c3pzrzi24,,,not_relevant,218.0,0.75,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.606290,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l727pujv322f,,,not_relevant,231.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.608046,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l72curkbnv2x,,,not_relevant,220.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9396.0,223.0,38.31,6.0,100.0%,1970-01-21 09:31:27.609779,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:27.609779,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l72kcqj54l24,,,not_relevant,195.0,0.85,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:27.909568,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bhjcd7pv24,,,not_relevant,219.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10622.0,207.0,33.89,6.0,100.0%,1970-01-21 09:31:27.911354,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:27.911354,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3l7bifd4rwd2g,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:28.200269,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:28.200269,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:28.200682,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:28.201000,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7br3rsfon2x,,,not_relevant,263.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.202752,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bqaeszgo24,,,not_relevant,224.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.204501,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bkrl7cdv24,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.206233,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7biw5dyt224,,,not_relevant,202.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.208003,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bmfrlys62v,,,not_relevant,240.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.208003,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bmfrlys62v,,,not_relevant,240.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.215809,info,at://did:plc:z72i7hdynmk6r22z27h6tvur/app.bsky.feed.post/3l7bihju4sp23,,,not_relevant,637.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,15540.0,298.0,23.17,6.0,100.0%,1970-01-21 09:31:28.215809,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:28.500808,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:28.501395,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:28.501692,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7btkwzx2q2y,,,not_relevant,265.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.503403,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bwyy26wa2q,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.505185,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7buwwb54a2y,,,not_relevant,244.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.506923,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bsm5trvz2m,,,not_relevant,198.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.508639,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bw7rkup72p,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.510432,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bxd25xhk2y,,,not_relevant,255.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9625.0,222.0,37.40,6.0,100.0%,1970-01-21 09:31:28.510433,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:28.801575,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:28.801859,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:28.802132,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7e5ze2xl52o,,,not_relevant,225.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.803892,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7ea6757ws2p,,,not_relevant,229.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.805602,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7bxyaicwi2p,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.807350,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7e2hioh4724,,,not_relevant,219.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:28.809058,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7e6y5mdnc24,,,not_relevant,180.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9264.0,209.0,38.86,6.0,100.0%,1970-01-21 09:31:28.810839,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:28.810839,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7eb232eot2x,,,not_relevant,224.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:29.100813,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:29.101557,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:29.101890,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7ghr77ijj2q,,,not_relevant,296.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.103610,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gmsujq5g2x,,,not_relevant,187.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.105403,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7edmvk55q24,,,not_relevant,194.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.107154,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gguo7ozj24,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.108864,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gluumqzx2o,,,not_relevant,173.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.110591,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gnryx3aa2x,,,not_relevant,187.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9779.0,210.0,36.81,6.0,100.0%,1970-01-21 09:31:29.110591,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:29.401037,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:29.401959,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:29.402235,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gr3z67zs24,,,not_relevant,241.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.404020,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gvz3nqa22v,,,not_relevant,240.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.405770,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7goc5bhcx2o,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.407475,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gpejor2i2j,,,not_relevant,180.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.409188,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gtrv6vbp2j,,,not_relevant,184.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9922.0,208.0,36.28,6.0,100.0%,1970-01-21 09:31:29.410959,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:29.410959,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gwynhl5a2q,,,not_relevant,222.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:29.700172,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:29.700524,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:29.700774,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7h3rt7aem2o,,,not_relevant,191.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.702483,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7h6tdvrdr2j,,,not_relevant,181.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.704199,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7gztejoi62q,,,not_relevant,178.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.705925,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7h2p4uua42p,,,not_relevant,195.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:29.707679,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7h6jq3zhj2y,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9299.0,198.0,38.71,6.0,100.0%,1970-01-21 09:31:29.709467,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:29.709467,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7iuz2iyiy2p,,,not_relevant,220.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.009075,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7jb5e4x732f,,,not_relevant,185.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9615.0,221.0,37.44,6.0,100.0%,1970-01-21 09:31:30.010831,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:30.010831,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7je4s6pxj24,,,not_relevant,191.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:30.300854,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:30.301939,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:30.302249,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7jj2wjnug2f,,,not_relevant,274.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.303984,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7joiatxsp2x,,,not_relevant,194.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.305806,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7jgbfldwb2x,,,not_relevant,274.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.307583,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7jh6honsm2y,,,not_relevant,234.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.309335,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7jlyya5oh2x,,,not_relevant,210.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.311135,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7lkcvbuez2f,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10281.0,235.0,35.02,6.0,100.0%,1970-01-21 09:31:30.311135,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:30.600600,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:30.601590,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:30.602057,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7lqzgri342v,,,not_relevant,421.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.603869,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7ltpopxw32j,,,not_relevant,279.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.605589,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7lmg54qjs2p,,,not_relevant,193.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.607297,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7loig3kff24,,,not_relevant,179.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.609059,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7lsxrfsz22o,,,not_relevant,220.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10219.0,252.0,35.23,6.0,100.0%,1970-01-21 09:31:30.610819,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:30.610819,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7luvhkl4l2q,,,not_relevant,221.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:30.901462,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:30.902461,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:30.902774,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m4k4iam22p,,,not_relevant,261.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.904528,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m6xodyze2y,,,not_relevant,177.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.906307,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7lwv65kt42e,,,not_relevant,186.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.908089,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m3nyevph2o,,,not_relevant,230.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.909821,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m5u3uvc22q,,,not_relevant,181.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:30.909821,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m5u3uvc22q,,,not_relevant,181.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10327.0,240.0,34.86,6.0,100.0%,1970-01-21 09:31:30.911788,info,,,,,,,,,,,
classification_result,,,,,,,,1970-01-21 09:31:30.911788,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7m7kl4ved2o,,,not_relevant,407.0,0.95,False,deleted_not_relevant,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:31.501044,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:31.501925,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:31.502276,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tcgdz4eq2e,,,not_relevant,308.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.504043,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7ti44sgvn2j,,,not_relevant,206.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.505788,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7t2jcj7cv2g,,,not_relevant,195.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.507523,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7t4ucjkrs2y,,,not_relevant,186.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.509335,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tdjvcjcd27,,,not_relevant,239.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.511125,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tjn6dovy2e,,,not_relevant,223.0,0.95,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,10081.0,226.0,35.71,6.0,100.0%,1970-01-21 09:31:31.511125,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:31.801577,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:31.802024,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:31.802260,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7to6i7e2c2k,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.804022,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tqe5z2cl23,,,not_relevant,233.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.805737,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tm5ghrs527,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.807507,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tmxx2onw2e,,,not_relevant,217.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.809281,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tplwsmq527,,,not_relevant,250.0,0.75,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:31.811096,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tqvnqjfk2k,,,not_relevant,223.0,0.75,False,deleted_not_relevant,,,
worker_summary,6.0,0.0,9519.0,217.0,37.82,6.0,100.0%,1970-01-21 09:31:31.811097,info,,,,,,,,,,,
worker_start,,,,,,6.0,,1970-01-21 09:31:32.100219,info,,,,,,,,,,,
processing_start,,,,,,,,1970-01-21 09:31:32.100510,info,,,,,,,,,6.0,6.0,0.0
classification_result,,,,,,,,1970-01-21 09:31:32.100861,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7vlgtvyvl2e,,,not_relevant,286.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:32.102620,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7vpkeo6ru23,,,not_relevant,218.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:32.104356,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7trmwc5d22k,,,not_relevant,188.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:32.106080,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7tshmwirv2k,,,not_relevant,191.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:32.107803,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7voadcgbq2z,,,not_relevant,190.0,0.95,False,deleted_not_relevant,,,
classification_result,,,,,,,,1970-01-21 09:31:32.109585,info,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3l7vrqf5ors2m,,,not_relevant,244.0,0.95,False,deleted_not_relevant,,,
